Year,Site,Transect,Code,Species,Common name,Family,Length cm,a,b,Biomass
2015,Oil Slick Leap,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,9,0.01,3.13,9.70
2015,Karpata,5,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,9,0.01,3.13,9.70
2015,Karpata,5,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,9,0.01,3.13,9.70
2017,Bachelor's Beach,2,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,9,0.01,3.13,9.70
2017,Karpata,6,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,9,0.01,3.13,9.70
2017,No Dive Reserve,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,9,0.01,3.13,9.70
2015,Bachelor's Beach,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2015,Barcadera,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2015,Barcadera,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2015,Barcadera,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2015,Karpata,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2015,No Dive Reserve,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2015,No Dive Reserve,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.0098,3.14,9.69
2017,Karpata,5,NA,Mulloidichthys martinicus,Goatfish,Mullidae,9,0.00977,3.14,9.69
2015,Windsock,1,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Reef Scientifico,1,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Barcadera,5,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Barcadera,5,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2015,Barcadera,5,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,8,0.0127,3.1581,9.03
2017,18th Palm,5,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,10,0.0115,2.89,8.93
2017,18th Palm,7,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,10,0.0115,2.89,8.93
2017,Forest,5,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,10,0.0115,2.89,8.93
2017,No Dive Reserve,3,NA,Holocentrus adsensionis,Squirrel Fish,Holocentridae,10,0.0115,2.89,8.93
2015,No Dive Reserve,1,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,10,0.0107,2.916,8.82
2017,Calabas,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,10,0.0107,2.916,8.82
2017,Calabas,5,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,10,0.0107,2.916,8.82
2017,Barcadera,6,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,10,0.0107,2.916,8.82
2017,Barcadera,7,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,10,0.0107,2.916,8.82
2017,No Dive Reserve,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,10,0.0107,2.916,8.82
2015,Windsock,1,SpH,Bodianus rufus,Spanish Hogfish,Labridae,8,0.0144,3.0532,8.24
2015,Reef Scientifico,2,SpH,Bodianus rufus,Spanish Hogfish,Labridae,8,0.0144,3.0532,8.24
2017,Windsock,5,NA,Bodianus rufus,Spanish Hogfish,Labridae,8,0.0144,3.0532,8.24
2017,18th Palm,5,NA,Bodianus rufus,Spanish Hogfish,Labridae,8,0.0144,3.0532,8.24
2017,Reef Scientifico,6,NA,Bodianus rufus,Spanish Hogfish,Labridae,8,0.0144,3.0532,8.24
2015,Barcadera,1,CrW,Clepticus parrae,Creole Wrasse,Labridae,9,0.0098,3.05,7.95
2015,Barcadera,5,CrW,Clepticus parrae,Creole Wrasse,Labridae,9,0.0098,3.05,7.95
2015,Forest,4,LsB,Chaetodon aculeatus,Longsnout Butterflyfish,Chaetodontidae,7,0.0214,3.02,7.62
2015,Bachelor's Beach,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Bachelor's Beach,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Windsock,1,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Windsock,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Windsock,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Windsock,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,18th Palm,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Calabas,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Calabas,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Front Porch,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2015,Karpata,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,8,0.0135,3.0439,7.57
2017,Bachelor's Beach,3,NA,Cephalopholis cruentata,Graysby,Serranidae,8,0.0135,3.0439,7.57
2017,Windsock,1,NA,Cephalopholis cruentata,Graysby,Serranidae,8,0.0135,3.0439,7.57
2015,Front Porch,1,CrF,Paranthias furcifer,Creole Fish,Serranidae,8,0.0135,3.043,7.56
2015,Front Porch,1,CrF,Paranthias furcifer,Creole Fish,Serranidae,8,0.0135,3.043,7.56
2015,Front Porch,4,CrF,Paranthias furcifer,Creole Fish,Serranidae,8,0.0135,3.043,7.56
2015,Front Porch,4,CrF,Paranthias furcifer,Creole Fish,Serranidae,8,0.0135,3.043,7.56
2015,Front Porch,4,CrF,Paranthias furcifer,Creole Fish,Serranidae,8,0.0135,3.043,7.56
2015,Bachelor's Beach,3,HaM,Hypoplectrus puella,Hamlet,Serranidae,9,0.009,3.04,7.16
2015,Calabas,3,HaM,Hypoplectrus puella,Hamlet,Serranidae,9,0.009,3.04,7.16
2015,Reef Scientifico,5,HaM,Hypoplectrus puella,Hamlet,Serranidae,9,0.009,3.04,7.16
2015,Karpata,1,HaM,Hypoplectrus puella,Hamlet,Serranidae,9,0.009,3.04,7.16
2015,No Dive Reserve,2,HaM,Hypoplectrus puella,Hamlet,Serranidae,9,0.009,3.04,7.16
2017,18th Palm,7,NA,Hypoplectrus puella,Hamlet spp.,Serranidae,9,0.009,3.04,7.16
2017,Oil Slick Leap,1,NA,Hypoplectrus puella,Hamlet spp.,Serranidae,9,0.009,3.04,7.16
2017,Barcadera,2,NA,Lactophrys bicaudalis,Spotted Trunkfish,Ostraciidae,6,0.049,2.78,7.14
2015,Bachelor's Beach,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Bachelor's Beach,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Bachelor's Beach,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Bachelor's Beach,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Windsock,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Windsock,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Windsock,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Windsock,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Windsock,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Windsock,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,18th Palm,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,18th Palm,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,18th Palm,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,18th Palm,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Front Porch,1,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Front Porch,1,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Front Porch,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Front Porch,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Forest,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Forest,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Forest,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Forest,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Forest,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Forest,4,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,2,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,3,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,5,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,5,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,5,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Oil Slick Leap,5,YhW,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Bachelor's Beach,1,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Bachelor's Beach,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Bachelor's Beach,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Bachelor's Beach,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Bachelor's Beach,5,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,18th Palm,4,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,18th Palm,7,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,18th Palm,7,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Calabas,4,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,2,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,2,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,4,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,4,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,6,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,6,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,6,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Forest,7,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Reef Scientifico,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Reef Scientifico,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Reef Scientifico,7,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Barcadera,2,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Barcadera,5,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Barcadera,7,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Oil Slick Leap,1,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Karpata,5,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,Karpata,5,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,1,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,2,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,4,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2017,No Dive Reserve,6,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,8,0.01,3.13,6.71
2015,Bachelor's Beach,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Bachelor's Beach,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Bachelor's Beach,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Windsock,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Forest,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Barcadera,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Barcadera,4,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,No Dive Reserve,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,No Dive Reserve,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,No Dive Reserve,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,8,0.0098,3.14,6.69
2015,Bachelor's Beach,3,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Bachelor's Beach,3,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Windsock,4,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Windsock,4,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,18th Palm,4,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,18th Palm,5,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,18th Palm,5,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Calabas,3,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Calabas,5,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Forest,2,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Forest,3,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Forest,3,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Forest,5,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Forest,5,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Barcadera,4,4eB,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2017,Bachelor's Beach,3,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2017,Windsock,3,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2017,18th Palm,7,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2017,Forest,2,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2017,Barcadera,3,NA,Chaetodon capistratus,Foureye Butterflyfish,Chaetodontidae,6,0.022,3.1897,6.68
2015,Calabas,3,SqF,Holocentrus rufus,Squirrel Fish,Holocentridae,9,0.0115,2.89,6.57
2017,Forest,5,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,9,0.0107,2.916,6.49
2017,Forest,5,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,9,0.0107,2.916,6.49
2017,Forest,5,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,9,0.0107,2.916,6.49
2017,Forest,5,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,9,0.0107,2.916,6.49
2017,Forest,5,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,9,0.0107,2.916,6.49
2017,18th Palm,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.01259,2.99,6.31
2017,18th Palm,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,8,0.01259,2.99,6.31
2017,18th Palm,4,NA,Halichoeres bivittatus,Slippery Dick,Labridae,8,0.0096,3.06,5.57
2015,No Dive Reserve,4,CrW,Clepticus parrae,Creole Wrasse,Labridae,8,0.0098,3.05,5.55
2015,No Dive Reserve,4,CrW,Clepticus parrae,Creole Wrasse,Labridae,8,0.0098,3.05,5.55
2015,No Dive Reserve,4,CrW,Clepticus parrae,Creole Wrasse,Labridae,8,0.0098,3.05,5.55
2015,No Dive Reserve,4,CrW,Clepticus parrae,Creole Wrasse,Labridae,8,0.0098,3.05,5.55
2015,No Dive Reserve,4,CrW,Clepticus parrae,Creole Wrasse,Labridae,8,0.0098,3.05,5.55
2015,No Dive Reserve,4,CrW,Clepticus parrae,Creole Wrasse,Labridae,8,0.0098,3.05,5.55
2015,Karpata,2,SlD,Halichoeres bivittatus,Slippery Dick,Labridae,8,0.0096,3.06,5.54
2015,Karpata,4,SpH,Bodianus rufus,Spanish Hogfish,Labridae,7,0.0144,3.0532,5.48
2015,Oil Slick Leap,1,SpD,Equetus punctatus,Spotted Drum,Sciaenidae,8,0.0085,3.08,5.15
2015,Oil Slick Leap,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,7,0.0135,3.0439,5.04
2015,Oil Slick Leap,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,7,0.0135,3.0439,5.04
2015,Front Porch,4,CrF,Paranthias furcifer,Creole Fish,Serranidae,7,0.0135,3.043,5.03
2015,Windsock,5,HaM,Hypoplectrus puella,Hamlet,Serranidae,8,0.009,3.04,5.01
2015,Windsock,5,HaM,Hypoplectrus puella,Hamlet,Serranidae,8,0.009,3.04,5.01
2015,18th Palm,4,HaM,Hypoplectrus puella,Hamlet,Serranidae,8,0.009,3.04,5.01
2015,18th Palm,4,HaM,Hypoplectrus puella,Hamlet,Serranidae,8,0.009,3.04,5.01
2017,18th Palm,4,NA,Hypoplectrus puella,Hamlet spp.,Serranidae,8,0.009,3.04,5.01
2017,Reef Scientifico,7,NA,Hypoplectrus puella,Hamlet spp.,Serranidae,8,0.009,3.04,5.01
2015,Front Porch,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,4,0.111,2.72,4.82
2015,Oil Slick Leap,1,SqF,Holocentrus rufus,Squirrel Fish,Holocentridae,8,0.0115,2.89,4.68
2015,Bachelor's Beach,3,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,Windsock,2,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,18th Palm,3,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,Calabas,1,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,Calabas,2,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,Front Porch,1,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,Front Porch,3,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,Oil Slick Leap,3,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,No Dive Reserve,2,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2015,No Dive Reserve,3,BhW,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Bachelor's Beach,7,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Bachelor's Beach,7,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Bachelor's Beach,7,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Calabas,3,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,1,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
2017,Front Porch,2,NA,Thalassoma bifasciatum,Bluehead Wrasse,Labridae,8,0.0107,2.916,4.60
