Date,Site,Transect,Code,Species,length (cm),Phase,a,b,Biomass,Family
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,19,,-2.4262,2.0768,202.4489266,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,19,,-2.4262,2.0768,202.4489266,Acanthuridae
2017,Eighteenth Palm,4,dcf,Acanthurus chirurgus,19,,-2.4262,2.0768,202.4489266,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,14,i,-3.2257,2.3852,78.20681342,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Eighteenth Palm,4,prp,Scarus taeniopterus,22,t,-3.2257,2.3852,229.8510957,Scaridae
2017,Eighteenth Palm,4,qup,Scarus vetula,20,i,-5.0162,3.1109,138.6992822,Scaridae
2017,Eighteenth Palm,4,qup,Scarus vetula,36,t,-5.0162,3.1109,863.3789375,Scaridae
2017,Eighteenth Palm,4,rdp,Sparisoma aurofrenatum,19,t,-4.0781,2.7438,149.3977753,Scaridae
2017,Eighteenth Palm,4,stop,Sparisoma viride,21,i,-4.4317,2.9051,206.3380268,Scaridae
2017,Eighteenth Palm,4,stop,Sparisoma viride,26,t,-4.4317,2.9051,383.7417689,Scaridae
2017,Eighteenth Palm,4,stop,Sparisoma viride,26,t,-4.4317,2.9051,383.7417689,Scaridae
2017,Eighteenth Palm,4,ytp,Sparisoma rubripinne,22,i,-4.8701,3.0641,202.9164876,Scaridae
2017,Eighteenth Palm,5,ocs,Acanthurus bahianus,14,,-4.6005,2.9752,60.90600752,Acanthuridae
2017,Eighteenth Palm,5,ocs,Acanthurus bahianus,14,,-4.6005,2.9752,60.90600752,Acanthuridae
2017,Eighteenth Palm,5,dcf,Acanthurus chirurgus,13,,-2.4262,2.0768,92.05291678,Acanthuridae
2017,Eighteenth Palm,5,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,5,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,5,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,5,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Eighteenth Palm,5,strp,Scarus iseri,12,i,-4.8887,3.0548,29.02571124,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,2,j,-3.2257,2.3852,0.754252478,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,18,t,-3.2257,2.3852,142.4216389,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Eighteenth Palm,5,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Eighteenth Palm,5,qup,Scarus vetula,10,i,-5.0162,3.1109,16.05461887,Scaridae
2017,Eighteenth Palm,5,qup,Scarus vetula,20,i,-5.0162,3.1109,138.6992822,Scaridae
2017,Eighteenth Palm,5,qup,Scarus vetula,8,j,-5.0162,3.1109,8.019044814,Scaridae
2017,Eighteenth Palm,5,rdp,Sparisoma aurofrenatum,12,i,-4.0781,2.7438,42.34064825,Scaridae
2017,Eighteenth Palm,5,rdp,Sparisoma aurofrenatum,17,i,-4.0781,2.7438,110.1046728,Scaridae
2017,Eighteenth Palm,5,rdp,Sparisoma aurofrenatum,15,t,-4.0781,2.7438,78.10146793,Scaridae
2017,Eighteenth Palm,5,rdp,Sparisoma aurofrenatum,18,t,-4.0781,2.7438,128.8002481,Scaridae
2017,Eighteenth Palm,5,stop,Sparisoma viride,21,i,-4.4317,2.9051,206.3380268,Scaridae
2017,Eighteenth Palm,5,stop,Sparisoma viride,30,t,-4.4317,2.9051,581.547184,Scaridae
2017,Eighteenth Palm,6,dcf,Acanthurus chirurgus,12,,-2.4262,2.0768,77.95493465,Acanthuridae
2017,Eighteenth Palm,6,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2017,Eighteenth Palm,6,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2017,Eighteenth Palm,6,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2017,Eighteenth Palm,6,strp,Scarus iseri,13,i,-4.8887,3.0548,37.06586611,Scaridae
2017,Eighteenth Palm,6,strp,Scarus iseri,19,t,-4.8887,3.0548,118.1507547,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,19,t,-3.2257,2.3852,162.025395,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Eighteenth Palm,6,prp,Scarus taeniopterus,22,t,-3.2257,2.3852,229.8510957,Scaridae
2017,Eighteenth Palm,6,qup,Scarus vetula,30,t,-5.0162,3.1109,489.6395739,Scaridae
2017,Eighteenth Palm,6,rdp,Sparisoma aurofrenatum,12,i,-4.0781,2.7438,42.34064825,Scaridae
2017,Eighteenth Palm,6,rdp,Sparisoma aurofrenatum,12,i,-4.0781,2.7438,42.34064825,Scaridae
2017,Eighteenth Palm,6,rdp,Sparisoma aurofrenatum,15,i,-4.0781,2.7438,78.10146793,Scaridae
2017,Eighteenth Palm,6,rdp,Sparisoma aurofrenatum,19,t,-4.0781,2.7438,149.3977753,Scaridae
2017,Eighteenth Palm,6,rdp,Sparisoma aurofrenatum,18,,-4.0781,2.7438,128.8002481,Scaridae
2017,Eighteenth Palm,6,rdp,Sparisoma aurofrenatum,18,,-4.0781,2.7438,128.8002481,Scaridae
2017,Eighteenth Palm,6,stop,Sparisoma viride,10,j,-4.4317,2.9051,23.90561935,Scaridae
2017,Eighteenth Palm,6,stop,Sparisoma viride,25,t,-4.4317,2.9051,342.4171586,Scaridae
2017,Eighteenth Palm,6,stop,Sparisoma viride,25,t,-4.4317,2.9051,342.4171586,Scaridae
2017,Eighteenth Palm,6,stop,Sparisoma viride,28,t,-4.4317,2.9051,475.925305,Scaridae
2017,Eighteenth Palm,6,ytp,Sparisoma rubripinne,25,t,-4.8701,3.0641,300.2119536,Scaridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,10,,-2.8242,2.2638,50.51263219,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,10,,-2.8242,2.2638,50.51263219,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,10,,-2.8242,2.2638,50.51263219,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,10,,-2.8242,2.2638,50.51263219,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2017,Eighteenth Palm,7,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2017,Eighteenth Palm,7,strp,Scarus iseri,15,i,-4.8887,3.0548,57.38832884,Scaridae
2017,Eighteenth Palm,7,strp,Scarus iseri,22,t,-4.8887,3.0548,184.898252,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,14,i,-3.2257,2.3852,78.20681342,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,14,i,-3.2257,2.3852,78.20681342,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,14,i,-3.2257,2.3852,78.20681342,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,19,t,-3.2257,2.3852,162.025395,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Eighteenth Palm,7,prp,Scarus taeniopterus,21,t,-3.2257,2.3852,205.7109746,Scaridae
2017,Eighteenth Palm,7,qup,Scarus vetula,22,i,-5.0162,3.1109,186.5703893,Scaridae
2017,Eighteenth Palm,7,qup,Scarus vetula,10,j,-5.0162,3.1109,16.05461887,Scaridae
2017,Eighteenth Palm,7,qup,Scarus vetula,38,t,-5.0162,3.1109,1021.524508,Scaridae
2017,Eighteenth Palm,7,rdp,Sparisoma aurofrenatum,12,i,-4.0781,2.7438,42.34064825,Scaridae
2017,Eighteenth Palm,7,rdp,Sparisoma aurofrenatum,17,t,-4.0781,2.7438,110.1046728,Scaridae
2017,Eighteenth Palm,7,rdp,Sparisoma aurofrenatum,18,t,-4.0781,2.7438,128.8002481,Scaridae
2017,Eighteenth Palm,7,stop,Sparisoma viride,28,t,-4.4317,2.9051,475.925305,Scaridae
2017,Forest,1,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2017,Forest,1,dcf,Acanthurus chirurgus,16,,-2.4262,2.0768,141.682555,Acanthuridae
2017,Forest,1,dcf,Acanthurus chirurgus,18,,-2.4262,2.0768,180.9463965,Acanthuridae
2017,Forest,1,dcf,Acanthurus chirurgus,19,,-2.4262,2.0768,202.4489266,Acanthuridae
2017,Forest,1,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2017,Forest,1,strp,Scarus iseri,20,t,-4.8887,3.0548,138.1931228,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,14,i,-3.2257,2.3852,78.20681342,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,7,j,-3.2257,2.3852,14.97020836,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,20,t,-3.2257,2.3852,183.1119745,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,22,t,-3.2257,2.3852,229.8510957,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,15,,-3.2257,2.3852,92.1961681,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,15,,-3.2257,2.3852,92.1961681,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,15,,-3.2257,2.3852,92.1961681,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,15,,-3.2257,2.3852,92.1961681,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,prp,Scarus taeniopterus,16,,-3.2257,2.3852,107.5392449,Scaridae
2017,Forest,1,qup,Scarus vetula,26,i,-5.0162,3.1109,313.7188311,Scaridae
2017,Forest,1,qup,Scarus vetula,23,t,-5.0162,3.1109,214.2392923,Scaridae
2017,Forest,1,qup,Scarus vetula,30,t,-5.0162,3.1109,489.6395739,Scaridae
2017,Forest,1,rdp,Sparisoma aurofrenatum,20,,-4.0781,2.7438,171.9753104,Scaridae
2017,Forest,1,stop,Sparisoma viride,18,i,-4.4317,2.9051,131.8536494,Scaridae
