Diver,Date,Site,Management,Dive number,Transect number,Species Code,Common name,Species,Functional Feeding Group,Family,Length (cm),Number,Phase,a,b,weight (g),num x weight (g)
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,10,1,j,0.0335,2.7086,17.125561,17.125561
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,1,2,j,0.0335,2.7086,0.0335,0.067
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,4,1,j,0.0335,2.7086,1.431477412,1.431477412
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,8,1,j,0.0335,2.7086,9.357381711,9.357381711
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,5,1,j,0.0335,2.7086,2.619841159,2.619841159
MWW,3/9/17,Karpata,Control,10,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,8,1,j,0.0138,3.04,7.678433845,7.678433845
MWW,3/9/17,Karpata,Control,10,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,6,1,j,0.0138,3.04,3.202276937,3.202276937
MWW,3/9/17,Karpata,Control,10,4,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,12,1,,0.02512,2.96,39.30032333,39.30032333
MWW,3/9/17,Karpata,Control,10,4,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,6,1,,0.01,3.13,2.72654967,2.72654967
MWW,3/9/17,Karpata,Control,10,4,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,4,3,,0.00891,3.01,0.578200254,1.734600761
MWW,3/9/17,Karpata,Control,10,4,ham,Hamlet spp.,Hypoplectrus puella,Carnivores,Serranidae,10,1,,0.01778,3.03,19.05161325,19.05161325
MWW,3/9/17,Karpata,Control,10,4,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,15,1,,0.01122,3.07,45.77127626,45.77127626
MWW,3/9/17,Karpata,Control,10,4,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,5,4,j,0.01096,3.01,1.39222769,5.56891076
MWW,3/9/17,Karpata,Control,10,4,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,6,1,j,0.01096,3.01,2.410159686,2.410159686
MWW,3/9/17,Karpata,Control,10,4,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,4,4,,0.00891,3.01,0.578200254,2.312801015
MWW,3/9/17,Karpata,Control,10,4,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,16,1,,0.00977,3.12,55.81474046,55.81474046
MWW,3/9/17,Karpata,Control,10,4,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,10,1,i,0.01072,3.12,14.13171224,14.13171224
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,17,1,i,0.0335,2.7086,72.08397967,72.08397967
MWW,3/9/17,Karpata,Control,10,4,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,15,1,i,0.0335,2.7086,51.35770298,51.35770298
MWW,3/9/17,Karpata,Control,10,4,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,15,1,,0.01349,3,45.52875,45.52875
MWW,3/9/17,Karpata,Control,10,4,4eb,Foureye Butterflyfish,Chaetodon capistratus,Carnivores,Chaetodontidae,9,1,,0.02512,3.1,22.81242292,22.81242292
MWW,3/9/17,Karpata,Control,10,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,i,0.0138,3.04,124.4544051,124.4544051
MWW,3/9/17,Karpata,Control,10,4,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,22,1,i,0.0138,3.04,166.2815393,166.2815393
MWW,3/9/17,Karpata,Control,10,4,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,4,1,,0.01,3.13,0.766386371,0.766386371
MWW,3/9/17,Karpata,Control,10,4,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,14,1,,0.00977,3.12,36.79713745,36.79713745
MWW,3/9/17,Karpata,Control,10,4,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,17,1,i,0.0138,3.03,73.81409818,73.81409818
MWW,3/9/17,Karpata,Control,10,4,snp,Sharp-nose puffer ,Canthigaster rostrata,Omnivores,Tetraodontidae,4,2,,0.02239,2.96,1.355662765,2.711325531
MWW,3/9/17,Karpata,Control,10,4,snp,Sharp-nose puffer ,Canthigaster rostrata,Omnivores,Tetraodontidae,2,2,,0.02239,2.96,0.174221954,0.348443908
MWW,3/9/17,Karpata,Control,10,4,brc,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,6,100,,0.01479,2.98,3.082186402,308.2186402
MWW,3/9/17,Karpata,Control,10,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,22,1,t,0.0138,3.03,161.2203313,161.2203313
MWW,3/9/17,Karpata,Control,10,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,25,1,t,0.0138,3.03,237.4856172,237.4856172
MWW,3/9/17,Karpata,Control,10,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,27,1,t,0.0138,3.03,299.8549978,299.8549978
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,20,1,t,0.0335,2.7086,111.9475654,111.9475654
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,17,1,t,0.0335,2.7086,72.08397967,72.08397967
MWW,3/9/17,Karpata,Control,10,5,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,19,1,t,0.01072,3.12,104.6901978,104.6901978
MWW,3/9/17,Karpata,Control,10,5,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,18,1,t,0.01072,3.12,88.43923989,88.43923989
MWW,3/9/17,Karpata,Control,10,5,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,t,0.01072,3.12,122.8593948,122.8593948
MWW,3/9/17,Karpata,Control,10,5,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,16,1,,0.01698,2.95,60.54686132,60.54686132
MWW,3/9/17,Karpata,Control,10,5,mgs,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,28,1,,0.01698,2.96,326.2311738,326.2311738
MWW,3/9/17,Karpata,Control,10,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,29,1,t,0.0138,3.04,385.0959933,385.0959933
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,11,4,i,0.0335,2.7086,22.16976216,88.67904866
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,14,3,i,0.0335,2.7086,42.60368888,127.8110666
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,13,1,i,0.0335,2.7086,34.85553644,34.85553644
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,16,1,i,0.0335,2.7086,61.16798752,61.16798752
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,12,2,i,0.0335,2.7086,28.06177448,56.12354896
MWW,3/9/17,Karpata,Control,10,5,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,14,1,i,0.01072,3.12,40.37516003,40.37516003
MWW,3/9/17,Karpata,Control,10,5,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,15,2,i,0.01072,3.12,50.07252749,100.145055
MWW,3/9/17,Karpata,Control,10,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,6,1,j,0.0138,3.04,3.202276937,3.202276937
MWW,3/9/17,Karpata,Control,10,5,crw,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,12,2,,0.00955,3.05,18.68556232,37.37112465
MWW,3/9/17,Karpata,Control,10,5,crw,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,16,1,,0.00955,3.05,44.93340381,44.93340381
MWW,3/9/17,Karpata,Control,10,5,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,11,1,,0.02512,2.96,30.37679729,30.37679729
MWW,3/9/17,Karpata,Control,10,5,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,13,1,,0.01349,3,29.63753,29.63753
MWW,3/9/17,Karpata,Control,10,5,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,12,1,,0.01349,3,23.31072,23.31072
MWW,3/9/17,Karpata,Control,10,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,21,1,i,0.0138,3.03,140.0243449,140.0243449
MWW,3/9/17,Karpata,Control,10,5,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,9,1,,0.00977,3.12,9.271098456,9.271098456
MWW,3/9/17,Karpata,Control,10,5,smt,Smooth Trunkfish,Lactophyrs triqueter,Omnivores,Ostraciidae,10,1,,0.04898,2.78,29.51336853,29.51336853
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,5,1,j,0.0335,2.7086,2.619841159,2.619841159
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,3,1,j,0.0335,2.7086,0.656712734,0.656712734
MWW,3/9/17,Karpata,Control,10,5,bbs,Blackbar soldierfish,Myripristis jacobus ,Carnivores,Holocentridae,16,1,,0.01202,3.06,58.14489821,58.14489821
MWW,3/9/17,Karpata,Control,10,5,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,20,1,,0.01122,3.07,110.7018666,110.7018666
MWW,3/9/17,Karpata,Control,10,5,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,16,1,,0.01698,2.95,60.54686132,60.54686132
MWW,3/9/17,Karpata,Control,10,5,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,16,1,,0.02512,2.96,92.09048999,92.09048999
MWW,3/9/17,Karpata,Control,10,5,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,14,1,,0.00977,3.12,36.79713745,36.79713745
MWW,3/9/17,Karpata,Control,10,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,20,1,i,0.0138,3.03,120.7813761,120.7813761
MWW,3/9/17,Karpata,Control,10,5,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,8,1,,0.01,3.13,6.709214228,6.709214228
MWW,3/9/17,Karpata,Control,10,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,9,1,j,0.0138,3.04,10.98439938,10.98439938
MWW,3/9/17,Karpata,Control,10,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,4,1,j,0.0138,3.04,0.933558333,0.933558333
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,5,1,j,0.0335,2.7086,2.619841159,2.619841159
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,4,2,j,0.0335,2.7086,1.431477412,2.862954825
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,3,1,,0.0335,2.7086,0.656712734,0.656712734
MWW,3/9/17,Karpata,Control,10,5,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,4,1,j,0.01072,3.12,0.810255445,0.810255445
MWW,3/9/17,Karpata,Control,10,5,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,3,1,,0.01,3.13,0.311450855,0.311450855
MWW,3/9/17,Karpata,Control,10,5,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,8,1,,0.01,3.13,6.709214228,6.709214228
MWW,3/9/17,Karpata,Control,10,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,13,2,i,0.0138,3.04,33.59439911,67.18879822
MWW,3/9/17,Karpata,Control,10,5,sgm,Sergeant Major,Abudefduf saxatilis,Carnivores,Pomacentridae,13,1,,0.0182,3.05,45.45677413,45.45677413
MWW,3/9/17,Karpata,Control,10,5,snp,Sharp-nose puffer ,Canthigaster rostrata,Omnivores,Tetraodontidae,4,3,,0.02239,2.96,1.355662765,4.066988296
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,14,1,i,0.0335,2.7086,42.60368888,42.60368888
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,10,1,i,0.0335,2.7086,17.125561,17.125561
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,9,1,i,0.0335,2.7086,12.87377955,12.87377955
MWW,3/9/17,Karpata,Control,10,5,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,i,0.0138,3.04,124.4544051,124.4544051
MWW,3/9/17,Karpata,Control,10,5,4eb,Foureye Butterflyfish,Chaetodon capistratus,Carnivores,Chaetodontidae,8,2,,0.02512,3.1,15.83429,31.66858001
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,14,1,i,0.0335,2.7086,42.60368888,42.60368888
MWW,3/9/17,Karpata,Control,10,5,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,11,1,i,0.0335,2.7086,22.16976216,22.16976216
MWW,3/9/17,Karpata,Control,10,5,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,14,1,i,0.0138,3.03,40.9870852,40.9870852
MWW,3/9/17,Karpata,Control,10,5,brc,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,6,70,,0.01479,2.98,3.082186402,215.7530482
MWW,3/9/17,Karpata,Control,10,6,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,28,2,t,0.0138,3.03,334.7864879,669.5729758
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,21,1,t,0.0335,2.7086,127.7638496,127.7638496
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,19,1,t,0.0335,2.7086,97.42643485,97.42643485
MWW,3/9/17,Karpata,Control,10,6,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,t,0.01072,3.12,122.8593948,122.8593948
MWW,3/9/17,Karpata,Control,10,6,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,27,1,t,0.0138,3.04,309.9023928,309.9023928
MWW,3/9/17,Karpata,Control,10,6,sph,Spanish Hogfish,Bodianus rufus,Carnivores,Labridae,21,1,,0.0144,3.0532,156.8059156,156.8059156
MWW,3/9/17,Karpata,Control,10,6,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,23,1,,0.01413,2.98,161.4697278,161.4697278
MWW,3/9/17,Karpata,Control,10,6,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,16,1,i,0.01072,3.12,61.24196702,61.24196702
MWW,3/9/17,Karpata,Control,10,6,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,15,1,,0.01349,3,45.52875,45.52875
MWW,3/9/17,Karpata,Control,10,6,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,13,2,,0.00977,3.12,29.20100663,58.40201326
MWW,3/9/17,Karpata,Control,10,6,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,10,1,,0.00977,3.12,12.87936834,12.87936834
MWW,3/9/17,Karpata,Control,10,6,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,16,1,i,0.0138,3.03,61.42747076,61.42747076
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,12,1,i,0.0335,2.7086,28.06177448,28.06177448
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,16,1,i,0.0335,2.7086,61.16798752,61.16798752
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,13,4,i,0.0335,2.7086,34.85553644,139.4221458
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,14,2,,0.0335,2.7086,42.60368888,85.20737775
MWW,3/9/17,Karpata,Control,10,6,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,16,1,,0.01122,3.07,55.80090001,55.80090001
MWW,3/9/17,Karpata,Control,10,6,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,16,1,,0.02512,2.96,92.09048999,92.09048999
MWW,3/9/17,Karpata,Control,10,6,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,16,1,i,0.01072,3.12,61.24196702,61.24196702
MWW,3/9/17,Karpata,Control,10,6,ytp,Yellowtail parrotfish,Sparsisoma rubiprinne,Herbivores,Scaridae,15,1,,0.00891,3.04,33.51159753,33.51159753
MWW,3/9/17,Karpata,Control,10,6,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,12,1,,0.01,3.13,23.86916904,23.86916904
MWW,3/9/17,Karpata,Control,10,6,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Herbivores,Pomacentridae,15,2,,0.02291,3.02,81.62452961,163.2490592
MWW,3/9/17,Karpata,Control,10,6,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,32,1,t,0.0138,3.03,501.74554,501.74554
MWW,3/9/17,Karpata,Control,10,6,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,14,1,,0.01072,3.12,40.37516003,40.37516003
MWW,3/9/17,Karpata,Control,10,6,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,12,1,,0.00977,3.12,22.74783405,22.74783405
MWW,3/9/17,Karpata,Control,10,6,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,14,1,,0.00977,3.12,36.79713745,36.79713745
MWW,3/9/17,Karpata,Control,10,6,sqf,Squirrel Fish,Holocentrus adsensionis,Carnivores,Holocentridae,14,1,,0.01585,2.97,40.1818134,40.1818134
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,8,1,j,0.0335,2.7086,9.357381711,9.357381711
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,3,2,j,0.0335,2.7086,0.656712734,1.313425468
MWW,3/9/17,Karpata,Control,10,6,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,14,1,,0.01349,3,37.01656,37.01656
MWW,3/9/17,Karpata,Control,10,6,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,26,1,,0.01122,3.07,247.7199794,247.7199794
MWW,3/9/17,Karpata,Control,10,6,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,17,1,,0.01122,3.07,67.21574948,67.21574948
MWW,3/9/17,Karpata,Control,10,6,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,6,1,j,0.0138,3.04,3.202276937,3.202276937
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,9,1,j,0.0335,2.7086,12.87377955,12.87377955
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,2,2,,0.0335,2.7086,0.218985144,0.437970288
MWW,3/9/17,Karpata,Control,10,6,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,4,2,,0.0335,2.7086,1.431477412,2.862954825
MWW,3/9/17,Karpata,Control,10,6,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,6,2,,0.01,3.13,2.72654967,5.45309934
MWW,3/9/17,Karpata,Control,10,6,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,9,1,,0.01,3.13,9.7001635,9.7001635
MWW,3/9/17,Karpata,Control,10,6,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,12,1,i,0.0138,3.04,26.33844157,26.33844157
MWW,3/9/17,Karpata,Control,10,6,whf,Whitespotted Filefish,Cantherhines macrocerus,Carnivores,Monacanthidae,16,1,,0.02291,2.89,69.17223991,69.17223991
MWW,3/9/17,Karpata,Control,10,6,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,12,1,,0.01122,3.07,23.07168334,23.07168334
MWW,3/9/17,Karpata,Control,10,6,brc,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,6,100,,0.01479,2.98,3.082186402,308.2186402
MWW,3/9/17,Karpata,Control,10,7,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,24,1,t,0.0138,3.03,209.8549167,209.8549167
MWW,3/9/17,Karpata,Control,10,7,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,27,1,t,0.0138,3.03,299.8549978,299.8549978
MWW,3/9/17,Karpata,Control,10,7,yts,Yellowtail Snapper,Ocyurus chrysurus,Carnivores,Lutjanidae,29,1,,0.01479,2.95,304.8191641,304.8191641
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,27,1,t,0.0138,3.04,309.9023928,309.9023928
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,24,1,t,0.0138,3.04,216.6313276,216.6313276
MWW,3/9/17,Karpata,Control,10,7,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,11,1,j,0.0138,3.03,19.73780811,19.73780811
MWW,3/9/17,Karpata,Control,10,7,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Herbivores,Scaridae,25,1,i,0.01072,3.09,223.7841957,223.7841957
MWW,3/9/17,Karpata,Control,10,7,sph,Spanish Hogfish,Bodianus rufus,Carnivores,Labridae,19,1,,0.0144,3.0532,115.5188845,115.5188845
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,i,0.0138,3.04,124.4544051,124.4544051
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,12,1,i,0.0138,3.04,26.33844157,26.33844157
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,24,1,i,0.0138,3.04,216.6313276,216.6313276
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,19,1,i,0.0138,3.04,106.4853918,106.4853918
MWW,3/9/17,Karpata,Control,10,7,orf,Orangespotted Filefish,Cantherhines pullus,Omnivores,Monacanthidae,12,1,,0.02291,2.87,28.65993924,28.65993924
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,11,2,i,0.0335,2.7086,22.16976216,44.33952433
MWW,3/9/17,Karpata,Control,10,7,yhw,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,12,1,,0.01,3.13,23.86916904,23.86916904
MWW,3/9/17,Karpata,Control,10,7,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,13,1,,0.00977,3.12,29.20100663,29.20100663
MWW,3/9/17,Karpata,Control,10,7,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,13,1,i,0.01072,3.12,32.0404085,32.0404085
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,4,2,j,0.0335,2.7086,1.431477412,2.862954825
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,5,1,j,0.0335,2.7086,2.619841159,2.619841159
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,2,2,j,0.0335,2.7086,0.218985144,0.437970288
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,3,4,j,0.0335,2.7086,0.656712734,2.626850936
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,4,1,j,0.0335,2.7086,1.431477412,1.431477412
MWW,3/9/17,Karpata,Control,10,7,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,12,2,,0.01122,3.07,23.07168334,46.14336667
MWW,3/9/17,Karpata,Control,10,7,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,13,1,,0.01122,3.07,29.49843315,29.49843315
MWW,3/9/17,Karpata,Control,10,7,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,2,1,j,0.01096,3.01,0.088289863,0.088289863
MWW,3/9/17,Karpata,Control,10,7,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,4,2,j,0.01096,3.01,0.711231738,1.422463475
MWW,3/9/17,Karpata,Control,10,7,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,6,1,j,0.01096,3.01,2.410159686,2.410159686
MWW,3/9/17,Karpata,Control,10,7,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,8,1,j,0.01096,3.01,5.729429964,5.729429964
MWW,3/9/17,Karpata,Control,10,7,ytp,Yellowtail parrotfish,Sparsisoma rubiprinne,Herbivores,Scaridae,26,1,i,0.00891,3.04,178.4007525,178.4007525
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,2,1,j,0.0138,3.04,0.113503766,0.113503766
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,9,1,j,0.0138,3.04,10.98439938,10.98439938
MWW,3/9/17,Karpata,Control,10,7,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,5,2,j,0.0138,3.04,1.839703775,3.679407551
MWW,3/9/17,Karpata,Control,10,7,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,19,1,t,0.01072,3.12,104.6901978,104.6901978
MWW,3/9/17,Karpata,Control,10,7,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,14,1,i,0.01072,3.12,40.37516003,40.37516003
MWW,3/9/17,Karpata,Control,10,7,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,13,1,i,0.0335,2.7086,34.85553644,34.85553644
MWW,3/9/17,Karpata,Control,10,7,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,21,1,i,0.0138,3.03,140.0243449,140.0243449
MWW,3/9/17,Karpata,Control,10,7,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,25,1,,0.01698,2.95,225.8711232,225.8711232
